"DateTime","latitude","longitude","geopotential_height","air_pressure","air_temperature","Divergence","Cloud_cover","Relative_humidity","Specific_humidity","U_component_wind","V_component_wind","vertical_velocity"
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,467976.639134488,1,264.513304387626,-2.22232377966188e-05,0,9.03526233813068e-05,3.96598213208473e-06,-3.80106611666434,-0.192587937537866,0.000198766680345686
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,416008.261526431,2,254.398879846318,3.43086476865983e-05,0,0.00188617937152458,3.96598213208473e-06,-5.74983256032691,2.29374061169899,0.00107363015338247
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,386815.461256951,3,249.175552248251,-6.47338982593052e-06,0,0.00188617937152458,3.96598213208473e-06,1.03057548598972,0.0278464876679347,-0.00316609283133396
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,350782.569031064,5,241.655559625539,-2.48763853082466e-05,0,0.00906948636409766,3.78224072943023e-06,-3.30218190708672,2.30089757355632,0.00154471048501759
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,327777.010292651,7,234.947533209019,1.31349136672082e-05,0,0.02523192709738,3.5984993267766e-06,-1.65612385100641,5.74196483456115,0.00154471048501759
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,303962.807277396,10,230.104685531001,4.21431497569453e-05,0,0.0629442888083815,3.5984993267766e-06,-1.54179621964487,4.17602158017709,-0.00235852654853086
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,258730.659058077,20,222.452352066533,4.67570927417872e-06,0,0.30358507305953,3.4147579241221e-06,-2.78770756595981,2.56713655464904,-0.000474205221990265
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,232994.998540968,30,220.180500949717,-9.31912751782615e-07,0,0.583734045769823,3.23101652146759e-06,1.95558995791488,3.42454058515731,0.00073714420221449
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,200819.858828456,50,218.320836412955,3.76437882697138e-06,0,1.18892765989398,3.23101652146759e-06,2.17645015486331,-0.839577289440605,0.00975496769351603
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,179743.17634673,70,218.757836900837,-8.67087211395469e-06,0,1.47805576634499,3.04727511881309e-06,4.90991988650734,-1.44362487019936,-0.000272313651289435
2023-05-01 09:00:00,59.6599998474121,10.7799997329712,157301.442975656,100,219.988882439257,1.29658765681294e-05,0,1.72049237734428,2.86353371615859e-06,11.1537675720022,-3.75532355011733,0.0141965822489333
