"DateTime","Temperature","Precipitation","Soil_moisture","Latent_heat","Sensible_heat","SW05_perc_1","SW25_perc_1","SW05_perc_2","SW25_perc_2"
2023-05-01,3.9,0,33.1,4.35162,-3.52435,67.5,67.5166666666667,66.85,66.8833333333333
2023-05-01 01:00:00,3.4,0,32.9571428571429,21.45365,-5.406775,67.5,67.5166666666667,66.85,66.8833333333333
2023-05-01 02:00:00,4,0,32.8571428571429,27.51385,-14.8466,67.5,67.5,66.85,66.9
2023-05-01 03:00:00,4.5,0,32.9285714285714,106.1475,-5.140555,67.5,67.5166666666667,66.8833333333333,66.8833333333333
2023-05-01 04:00:00,3.9,0,32.9857142857143,16.3587,-11.4242,67.5,67.5166666666667,66.85,66.8833333333333
2023-05-01 05:00:00,2.8,0.5,32.9857142857143,-0.1496995,7.59113,67.5,67.5333333333333,66.8666666666667,66.8833333333333
2023-05-01 06:00:00,1.8,1.2,33.3571428571429,0.959625,-4.27994,67.5,67.5166666666667,66.8,66.85
2023-05-01 07:00:00,1.2,1,35.4857142857143,-16.5007,3.898114,67.5,67.5,66.8166666666667,66.8166666666667
2023-05-01 08:00:00,1,1.9,38.8857142857143,-1354.946,-0.03383275,67.5,67.5,66.8,66.8333333333333
2023-05-01 09:00:00,1.2,0.7,38.5428571428571,-33.77265,10.5207,67.5,67.5,66.8166666666667,66.8666666666667
2023-05-01 10:00:00,1.5,1.3,40.1,1370.12,0.9087415,67.5,67.5,66.8166666666667,66.85
2023-05-01 11:00:00,1.6,1.5,44.3,-71.3905,33.9985,67.5,67.5,66.8166666666667,66.85
2023-05-01 12:00:00,2.4,0.4,45.1714285714286,-49.1398,43.72745,67.5,67.5,66.8166666666667,66.8666666666667
2023-05-01 13:00:00,4,0,44.5714285714286,-35.597,50.68785,67.5,67.5,66.8166666666667,66.8333333333333
2023-05-01 14:00:00,4.6,0,42.2285714285714,-34.3923,30.8804,67.5333333333333,67.55,66.8,66.8
2023-05-01 15:00:00,4.8,0,39.8428571428571,-76.03655,22.3252,67.5333333333333,67.6,66.8,66.8
2023-05-01 16:00:00,5.2,0,39.1714285714286,-75.9241,16.14325,67.6,67.6,66.8,66.85
2023-05-01 17:00:00,5.5,0,38.3428571428571,-83.39105,18.192015,67.5666666666667,67.6,66.85,66.8833333333333
2023-05-01 18:00:00,5.9,0,37.7428571428571,13.09961,-7.025855,67.5666666666667,67.5833333333333,66.8666666666667,66.9
2023-05-01 19:00:00,5.2,0,37.4285714285714,10.246525,-17.60365,67.55,67.6,66.8666666666667,66.9
2023-05-01 20:00:00,4.4,0,37.1142857142857,15.94755,-14.09535,67.5333333333333,67.55,66.8333333333333,66.85
2023-05-01 21:00:00,3.3,0,36.9857142857143,8.787325,-18.6558,67.5,67.5,66.8166666666667,66.8166666666667
2023-05-01 22:00:00,2.5,0,36.6857142857143,10.954695,-22.74975,67.5,67.5,66.8,66.8166666666667
2023-05-01 23:00:00,2.2,0,36.6142857142857,17.8476,-30.3986,67.5,67.5,66.8166666666667,66.8166666666667
2023-05-02,2,0,36.4714285714286,6.5267,-9.76463,67.5,67.5,66.8,66.8333333333333
2023-05-02 01:00:00,1.7,0,36,8.20213,-19.4443,67.4833333333333,67.5,66.8,66.8
2023-05-02 02:00:00,1.3,0,35.8857142857143,8.338305,-12.862295,67.5,67.5,66.8,66.8
2023-05-02 03:00:00,1,0,35.7857142857143,8.6693,-17.7289,67.4833333333333,67.5,66.8,66.8
2023-05-02 04:00:00,0.4,0,35.5,6.0924,-23.36418,67.4833333333333,67.5,66.8,66.8
